identifier	minutes	group
t_TCGA-06-0171	459.983333333333	02-tumors_101bp
c_XI003_15836	459.666666666667	03-controls_151bp_X10
c_XI003_25041	459.55	03-controls_151bp_X10
t_TCGA-A4-A57E	459.466666666667	02-tumors_101bp
t_TCGA-38-4628	459.416666666667	02-tumors_101bp
t_ICGC_0105	459.35	02-tumors_101bp
b_A033-JSKEM7	459.05	03-controls_151bp_X10
t_H067-AWV324	459.033333333333	04-tumors_151bp_X10
c_K08K-QGFVJW	459.016666666667	03-controls_151bp_X10
c_XI003_20078	458.7	03-controls_151bp_X10
c_H067-3S3UDC	458.7	03-controls_151bp_X10
t_HX31	458.316666666667	02-tumors_101bp
t_MELA-0257	458.183333333333	02-tumors_101bp
t_PCSI_0456	458	02-tumors_101bp
t_PCSI_0450	457.6	02-tumors_101bp
t_CPCG0353	457.3	02-tumors_101bp
t_MELA-0239	457.25	02-tumors_101bp
b_H021-9BRWLP	457.25	03-controls_151bp_X10
t_XI003_17871	457.25	04-tumors_151bp_X10
c_XI003_19986	457.183333333333	03-controls_151bp_X10
c_OCCAMS-PS-012	457.166666666667	01-controls_101bp
b_H021-L84HD5	457	03-controls_151bp_X10
t_HX12	456.883333333333	02-tumors_101bp
t_TCGA-66-2744	456.583333333333	02-tumors_101bp
t_A033-B1C6W3	456.483333333333	04-tumors_151bp_X10
b_H021-TLYJGN	456.416666666667	03-controls_151bp_X10
b_H021-PWTUGA	456.35	03-controls_151bp_X10
c_XI003_SH-SY5Y	456.266666666667	03-controls_151bp_X10
t_A033-PYRNBY	456.133333333333	04-tumors_151bp_X10
t_OCCAMS-AH-071	455.916666666667	02-tumors_101bp
b_H021-J5DYDL	455.9	03-controls_151bp_X10
t_TCGA-KL-8327	455.833333333333	02-tumors_101bp
t_OCCAMS-WG-019	455.566666666667	02-tumors_101bp
c_K08K-FCGEVK	455.433333333333	03-controls_151bp_X10
t_EOPC-03	455.2	02-tumors_101bp
c_H067-HVHHG7	454.816666666667	03-controls_151bp_X10
b_A033-B4JH92	454.6	03-controls_151bp_X10
c_XI003_20289	454.55	03-controls_151bp_X10
b_H021-V6CGPQ	454.3	03-controls_151bp_X10
t_XI003_22650	454.25	04-tumors_151bp_X10
b_H021-VD9X43	454.233333333333	03-controls_151bp_X10
b_H021-YW3Y2R	454.183333333333	03-controls_151bp_X10
c_K08K-3A3EG9	453.716666666667	03-controls_151bp_X10
t_OCCAMS-SH-051	453.65	02-tumors_101bp
t_4171908X	453.6	04-tumors_151bp_X10
r_XI003_26055	453.6	04-tumors_151bp_X10
t_XI003_18800	453.516666666667	04-tumors_151bp_X10
t_HX30	453.4	02-tumors_101bp
t_TCGA-EP-A26S	453.383333333333	02-tumors_101bp
b_H021-NZADYV	453.366666666667	03-controls_151bp_X10
r_XI003_20195	452.966666666667	04-tumors_151bp_X10
t_B087wgs_24719	452.75	02-tumors_101bp
t_XI003_91257	452.633333333333	04-tumors_151bp_X10
t_TCGA-EM-A2OV	452.583333333333	02-tumors_101bp
b_A033-XDDMG5	452.45	03-controls_151bp_X10
b_H021-TQ37KJ	452.383333333333	03-controls_151bp_X10
b_H021-WDZGV8	452.383333333333	03-controls_151bp_X10
b_H021-C52P	452.283333333333	03-controls_151bp_X10
t_TCGA-04-1542	452.2	02-tumors_101bp
b_A033-23PD6G	452.2	03-controls_151bp_X10
c_XI003_18874	451.933333333333	03-controls_151bp_X10
b_T001-WNJ2G6	451.866666666667	01-controls_101bp
t_B087wgs_25012	451.85	02-tumors_101bp
b_H021-25QTMN	451.783333333333	03-controls_151bp_X10
c_CGP_donor_1337217	451.766666666667	01-controls_101bp
b_H043-PYL6FY	451.616666666667	03-controls_151bp_X10
t_OCCAMS-ST-037	451.45	02-tumors_101bp
t_A033-PWYXJU	451.3	04-tumors_151bp_X10
c_H021-XYLTTM	451.15	03-controls_151bp_X10
b_H021-3W6BBQ	451.133333333333	03-controls_151bp_X10
t_PCSI_0256	450.966666666667	02-tumors_101bp
t_4149243X	450.966666666667	04-tumors_151bp_X10
t_XI003_19493	450.9	04-tumors_151bp_X10
t_ITNET-0151	450.883333333333	02-tumors_101bp
t_CPCG0334	450.833333333333	02-tumors_101bp
c_XI003_26055	450.816666666667	03-controls_151bp_X10
t_ICGC_0502	450.766666666667	02-tumors_101bp
t_A033-823NUE	450.766666666667	04-tumors_151bp_X10
b_H021-AL8AJM	450.65	03-controls_151bp_X10
t_OCCAMS-AH-011	450.583333333333	02-tumors_101bp
t_TCGA-FV-A3I1	450.133333333333	02-tumors_101bp
t_TCGA-CN-6011	450.033333333333	02-tumors_101bp
t_A033-1U9DCT	449.966666666667	04-tumors_151bp_X10
t_A033-WHG5SP	449.95	04-tumors_151bp_X10
c_XI003_91257	449.683333333333	03-controls_151bp_X10
t_XI003_22677	449.583333333333	04-tumors_151bp_X10
t_TCGA-50-6597	449.45	02-tumors_101bp
t_H067-Y3YS6N	449.416666666667	04-tumors_151bp_X10
c_OCCAMS-PS-003	449.266666666667	01-controls_101bp
b_H021-S971AK	449.2	03-controls_151bp_X10
c_C0005	449.166666666667	01-controls_101bp
c_XI003_21809	449.133333333333	03-controls_151bp_X10
t_ICGC_0223	449.1	02-tumors_101bp
t_CPCG0339	448.916666666667	02-tumors_101bp
t_TCGA-G3-A5SL	448.816666666667	02-tumors_101bp
c_OCCAMS-PS-013	448.566666666667	01-controls_101bp
c_H030-3N1U	448.55	03-controls_151bp_X10
t_TCGA-21-1082	448.4	02-tumors_101bp
t_XI003_15885	448.2	04-tumors_151bp_X10
b_H021-7U9BYK	448.183333333333	03-controls_151bp_X10
t_TCGA-CJ-4899	448	02-tumors_101bp
t_CPCG0344	447.9	02-tumors_101bp
t_PCSI_0307	447.8	02-tumors_101bp
t_H067-6D6RLV	447.516666666667	04-tumors_151bp_X10
b_H021-QFC8A8	447.35	03-controls_151bp_X10
b_A033-B1C6W3	447.1	03-controls_151bp_X10
t_PCSI_0224	447.083333333333	02-tumors_101bp
t_A033-665T3M	447.033333333333	04-tumors_151bp_X10
b_H021-RH38ZJ	446.983333333333	03-controls_151bp_X10
t_TCGA-IN-7806	446.916666666667	02-tumors_101bp
t_CPCG0241	446.866666666667	02-tumors_101bp
b_H021-JCYXC8	446.866666666667	03-controls_151bp_X10
b_H021-526FUD	446.483333333333	03-controls_151bp_X10
t_TCGA-BJ-A0ZB	446.4	02-tumors_101bp
t_A34-0022_CRUK_PC_0022_1	446.333333333333	02-tumors_101bp
c_H067-UMWUAS	446.283333333333	03-controls_151bp_X10
c_H030-ZF5JFZ	446.266666666667	03-controls_151bp_X10
b_H021-9WNHUM	446.183333333333	03-controls_151bp_X10
b_H021-FY5ZQW	446.1	03-controls_151bp_X10
b_H021-SBTCJ6	446.05	03-controls_151bp_X10
t_TCGA-CV-7090	445.933333333333	02-tumors_101bp
t_K08K-77PSEW	445.916666666667	04-tumors_151bp_X10
t_283	445.533333333333	02-tumors_101bp
t_K08K-Z7LGTF	445.533333333333	04-tumors_151bp_X10
t_ICGC_0486	445.333333333333	02-tumors_101bp
t_TCGA-94-7943	445.25	02-tumors_101bp
b_A033-FGGLS9	445.116666666667	03-controls_151bp_X10
b_A033-2CP3XF	445.033333333333	03-controls_151bp_X10
t_A033-23PD6G	445.033333333333	04-tumors_151bp_X10
t_TCGA-49-6742	445.016666666667	02-tumors_101bp
t_TCGA-55-6982	444.966666666667	02-tumors_101bp
p_XI003_STA-NB-6	444.95	04-tumors_151bp_X10
b_H021-33UKSM	444.883333333333	03-controls_151bp_X10
t_XI049_4EP24	444.683333333333	04-tumors_151bp_X10
b_H021-YLNJYE	444.533333333333	03-controls_151bp_X10
t_TCGA-A6-6141	444.433333333333	02-tumors_101bp
b_H043-LNWEGT	444.333333333333	03-controls_151bp_X10
c_CPCG0354	444.266666666667	01-controls_101bp
c_H021-13JVXT	444.266666666667	03-controls_151bp_X10
b_A033-XLW5FQ	444.266666666667	03-controls_151bp_X10
t_TCGA-25-1634	444.183333333333	02-tumors_101bp
t_PCSI_0338	443.833333333333	02-tumors_101bp
t_H067-6695PT	443.766666666667	04-tumors_151bp_X10
t_TCGA-BA-6873	443.683333333333	02-tumors_101bp
t_A033-MNMJVZ	443.6	04-tumors_151bp_X10
t_CPCG0189	443.416666666667	02-tumors_101bp
t_ICGC_0433	443.366666666667	02-tumors_101bp
t_TCGA-BC-A10Q	443.083333333333	02-tumors_101bp
t_XI049_7EP32	443.083333333333	04-tumors_151bp_X10
t_OCCAMS-ST-033	443.05	02-tumors_101bp
c_XI003_25026	442.933333333333	03-controls_151bp_X10
c_K08K-KU3SG4	442.933333333333	03-controls_151bp_X10
t_DKFZ-Mrad_20	442.783333333333	04-tumors_151bp_X10
t_CPCG0048	442.633333333333	02-tumors_101bp
t_TCGA-ER-A19L	442.533333333333	02-tumors_101bp
t_TCGA-FK-A3SD	442.416666666667	02-tumors_101bp
t_XI003_20289	442.233333333333	04-tumors_151bp_X10
b_H021-CK4ZJD	442.2	03-controls_151bp_X10
b_H043-WJ851A	442.1	03-controls_151bp_X10
b_A033-J31ASL	442.1	03-controls_151bp_X10
t_PCSI_0104	441.95	02-tumors_101bp
t_ICGC_0447	441.816666666667	02-tumors_101bp
t_TCGA-24-1466	441.8	02-tumors_101bp
c_K08K-Z7LGTF	441.666666666667	03-controls_151bp_X10
t_TCGA-A6-6781	441.5	02-tumors_101bp
t_TCGA-19-1389	441.3	02-tumors_101bp
t_C0091	441.283333333333	02-tumors_101bp
t_XI049_9EP9	441.266666666667	04-tumors_151bp_X10
b_H021-99G9EH	441.15	03-controls_151bp_X10
c_SNU_WGS_04	441.05	01-controls_101bp
t_CPCG0185	440.883333333333	02-tumors_101bp
t_TCGA-G3-A25T	440.866666666667	02-tumors_101bp
t_A033-MY5SG9	440.866666666667	04-tumors_151bp_X10
t_TCGA-FF-8042	440.783333333333	02-tumors_101bp
t_TCGA-06-0211	440.766666666667	02-tumors_101bp
t_HX37	440.75	02-tumors_101bp
b_H021-NRXWGD	440.716666666667	03-controls_151bp_X10
t_TCGA-DD-A1EL	440.683333333333	02-tumors_101bp
t_DKFZ-Mrad_15	440.666666666667	04-tumors_151bp_X10
t_TCGA-09-2050	440.583333333333	02-tumors_101bp
t_H030-EMGX	440.583333333333	04-tumors_151bp_X10
t_A033-N4QFCQ	440.533333333333	04-tumors_151bp_X10
b_H021-X44M88	440.383333333333	03-controls_151bp_X10
t_PCSI_0303	440.266666666667	02-tumors_101bp
b_H021-JTCU87	440.25	03-controls_151bp_X10
b_H021-PNKYGC	440.25	03-controls_151bp_X10
b_A033-T25L3A	440.25	03-controls_151bp_X10
c_C0099	440.216666666667	01-controls_101bp
t_TCGA-KL-8333	440.216666666667	02-tumors_101bp
t_DKFZ-Mrad_17	440.2	04-tumors_151bp_X10
t_PCSI_0290	440.1	02-tumors_101bp
t_TCGA-78-7143	440	02-tumors_101bp
t_TCGA-21-5782	439.8	02-tumors_101bp
t_CPCG0355	439.716666666667	02-tumors_101bp
b_H021-W2LFQY	439.7	03-controls_151bp_X10
c_H067-6D6RLV	439.666666666667	03-controls_151bp_X10
b_H021-VAL68P	439.666666666667	03-controls_151bp_X10
t_A033-VUHDJF	439.433333333333	04-tumors_151bp_X10
b_A033-XNRAPA	439.416666666667	03-controls_151bp_X10
t_CGP_donor_1691139	439.366666666667	02-tumors_101bp
b_DKFZ-Mrad_20	439.35	03-controls_151bp_X10
b_H021-98T9DN	439.166666666667	03-controls_151bp_X10
t_TCGA-BC-A217	439.083333333333	02-tumors_101bp
b_H021-Z3254X	439.016666666667	03-controls_151bp_X10
b_H021-Z3254X	439.016666666667	03-controls_151bp_X10
c_PCSI_0310	438.966666666667	01-controls_101bp
b_A033-PYRNBY	438.95	03-controls_151bp_X10
t_TCGA-FV-A3R2	438.866666666667	02-tumors_101bp
c_H067-XJPW7S	438.85	03-controls_151bp_X10
t_OCCAMS-ZZ-016	438.666666666667	02-tumors_101bp
b_H021-5PS3DS	438.583333333333	03-controls_151bp_X10
t_TCGA-18-4721	438.55	02-tumors_101bp
c_C0027	438.4	01-controls_101bp
b_H021-3LSLZ1	438.4	03-controls_151bp_X10
b_H021-VRTGDW	438.25	03-controls_151bp_X10
c_XI003_22427	438.233333333333	03-controls_151bp_X10
t_XI061_7EP11	438.116666666667	04-tumors_151bp_X10
b_H021-8EFPXA	437.833333333333	03-controls_151bp_X10
t_PCSI_0072	437.816666666667	02-tumors_101bp
c_XI003_14312	437.816666666667	03-controls_151bp_X10
b_XI006_F21_S2	437.8	03-controls_151bp_X10
b_H021-5MM8HX	437.8	03-controls_151bp_X10
b_H021-5MM8HX	437.8	03-controls_151bp_X10
t_XI049_11EP10	437.716666666667	04-tumors_151bp_X10
t_H067-UMWUAS	437.7	04-tumors_151bp_X10
b_H043-ZMHY	437.566666666667	03-controls_151bp_X10
t_TCGA-HP-A5MZ	437.5	02-tumors_101bp
t_PCSI_0218	437.483333333333	02-tumors_101bp
t_PCSI_0235	437.266666666667	02-tumors_101bp
r_XI003_20177	437.266666666667	04-tumors_151bp_X10
b_A033-TS1K41	437.15	03-controls_151bp_X10
c_C0009	437.083333333333	01-controls_101bp
t_TCGA-KL-8340	436.983333333333	02-tumors_101bp
t_A34-0022_CRUK_PC_0022_4	436.75	02-tumors_101bp
t_CPCG0238	436.716666666667	02-tumors_101bp
t_CPCG0354	436.633333333333	02-tumors_101bp
c_4141476	436.566666666667	01-controls_101bp
t_TCGA-G3-A25V	436.2	02-tumors_101bp
b_H043-W99H5K	436.183333333333	03-controls_151bp_X10
b_H021-BYAX6U	436.116666666667	03-controls_151bp_X10
b_H021-XGJCTR	436.066666666667	03-controls_151bp_X10
t_TCGA-A8-A075	435.883333333333	02-tumors_101bp
b_H043-5VWP	435.883333333333	03-controls_151bp_X10
t_TCGA-24-1562	435.8	02-tumors_101bp
b_H021-E57XBR	435.8	03-controls_151bp_X10
t_CPCG0124	435.566666666667	02-tumors_101bp
t_TCGA-MR-A520	435.566666666667	02-tumors_101bp
t_TCGA-QG-A5Z2	435.533333333333	02-tumors_101bp
c_XI003_22981	435.233333333333	03-controls_151bp_X10
t_A033-79F84Q	435.233333333333	04-tumors_151bp_X10
t_MELA-0259	435.083333333333	02-tumors_101bp
t_ICGC_0434	435.066666666667	02-tumors_101bp
c_H067-WGZ95T	434.983333333333	03-controls_151bp_X10
b_H021-NLUJR7	434.866666666667	03-controls_151bp_X10
b_H021-S7ZXC4	434.866666666667	03-controls_151bp_X10
t_CPCG0378	434.566666666667	02-tumors_101bp
c_XI003_18802	434.566666666667	03-controls_151bp_X10
t_A033-FGGLS9	434.566666666667	04-tumors_151bp_X10
b_H021-1MA1EB	434.55	03-controls_151bp_X10
b_H021-QVNAQT	434.266666666667	03-controls_151bp_X10
t_RK317	434.15	02-tumors_101bp
t_TCGA-CV-7255	434.133333333333	02-tumors_101bp
c_XI003_23011	433.966666666667	03-controls_151bp_X10
c_XI003_20513	433.883333333333	03-controls_151bp_X10
t_XI061_7EP53	433.866666666667	04-tumors_151bp_X10
t_ICGC_0437	433.7	02-tumors_101bp
t_TCGA-FY-A2QD	433.666666666667	02-tumors_101bp
t_CPCG0234	433.633333333333	02-tumors_101bp
c_H030-88FP	433.583333333333	03-controls_151bp_X10
t_XI003_20992	433.583333333333	04-tumors_151bp_X10
b_H021-E56A4U	433.5	03-controls_151bp_X10
b_H043-GK5VYT	433.483333333333	03-controls_151bp_X10
t_XI003_18533	433.483333333333	04-tumors_151bp_X10
t_PCSI_0210	433.45	02-tumors_101bp
t_ITNET-0833	433.266666666667	02-tumors_101bp
t_TCGA-EB-A24D	433	02-tumors_101bp
t_TCGA-D7-8570	432.833333333333	02-tumors_101bp
b_H021-V4X4A3	432.833333333333	03-controls_151bp_X10
t_OCCAMS-AH-146	432.783333333333	02-tumors_101bp
t_TCGA-L6-A4ET	432.783333333333	02-tumors_101bp
t_CPCG0366	432.75	02-tumors_101bp
t_XI003_17209	432.716666666667	04-tumors_151bp_X10
t_A033-2CP3XF	432.633333333333	04-tumors_151bp_X10
b_H021-5FFPX1	432.533333333333	03-controls_151bp_X10
t_TCGA-KM-8639	432.433333333333	02-tumors_101bp
t_TCGA-FV-A3I0	432.25	02-tumors_101bp
t_ICGC_0441	432.216666666667	02-tumors_101bp
t_TCGA-CZ-5453	432.1	02-tumors_101bp
t_CGP_donor_1397077	432.083333333333	02-tumors_101bp
t_PCSI_0174	431.983333333333	02-tumors_101bp
b_H021-C8HAJF	431.933333333333	03-controls_151bp_X10
t_XI049_9EP33	431.883333333333	04-tumors_151bp_X10
b_H043-BU96	431.766666666667	03-controls_151bp_X10
c_PCSI_0264	431.733333333333	01-controls_101bp
t_TCGA-18-3408	431.716666666667	02-tumors_101bp
t_K08K-3A3EG9	431.7	04-tumors_151bp_X10
c_XI003_STA-NB-3	431.683333333333	03-controls_151bp_X10
b_H043-QHGXQQ	431.683333333333	03-controls_151bp_X10
b_H021-YQY48T	431.616666666667	03-controls_151bp_X10
t_A033-P2ZRLK	431.616666666667	04-tumors_151bp_X10
t_PCSI_0345	431.466666666667	02-tumors_101bp
b_H021-VMWW8J	431.433333333333	03-controls_151bp_X10
b_A033-WHG5SP	431.433333333333	03-controls_151bp_X10
t_TCGA-CN-5365	431.283333333333	02-tumors_101bp
t_4154480X	430.916666666667	04-tumors_151bp_X10
t_H067-3S3UDC	430.883333333333	04-tumors_151bp_X10
b_H021-11YR8P	430.833333333333	03-controls_151bp_X10
t_OCCAMS-AH-108	430.766666666667	02-tumors_101bp
t_CPCG0248	430.7	02-tumors_101bp
t_CGP_donor_1353429	430.683333333333	02-tumors_101bp
b_H021-CW6Z4Z	430.666666666667	03-controls_151bp_X10
t_H067-EC4C3W	430.65	04-tumors_151bp_X10
t_ICGC_0492	430.583333333333	02-tumors_101bp
t_CPCG0154	430.566666666667	02-tumors_101bp
t_TCGA-CV-5432	430.55	02-tumors_101bp
t_TCGA-60-2722	430.516666666667	02-tumors_101bp
b_H043-GG5L52	430.416666666667	03-controls_151bp_X10
t_H067-6K8YTY	430.333333333333	04-tumors_151bp_X10
t_B087wgs_24885	430.266666666667	02-tumors_101bp
c_CGP_donor_1374619	430.05	01-controls_101bp
c_CPCG0114	429.866666666667	01-controls_101bp
t_MELA-0256	429.766666666667	02-tumors_101bp
t_XI003_STA-NB-6	429.716666666667	04-tumors_151bp_X10
t_TCGA-A6-A566	429.683333333333	02-tumors_101bp
c_XI003_24642	429.666666666667	03-controls_151bp_X10
t_HX32	429.4	02-tumors_101bp
b_H021-NDTATK	429.283333333333	03-controls_151bp_X10
t_PCSI_0170	429.133333333333	02-tumors_101bp
b_H021-DW9VUH	429.1	03-controls_151bp_X10
b_H021-8BS2HW	429.05	03-controls_151bp_X10
b_H021-NUVEYH	428.966666666667	03-controls_151bp_X10
c_H021-DKK8FG	428.866666666667	03-controls_151bp_X10
t_ICGC_0227	428.7	02-tumors_101bp
t_TCGA-AY-A54L	428.416666666667	02-tumors_101bp
t_PCSI_0164	428.033333333333	02-tumors_101bp
t_B087wgs_24702	428.016666666667	02-tumors_101bp
c_XI003_SHEP	428.016666666667	03-controls_151bp_X10
b_H021-1S82CX	427.766666666667	03-controls_151bp_X10
b_H021-1S82CX	427.766666666667	03-controls_151bp_X10
b_H043-XG4KY2	427.616666666667	03-controls_151bp_X10
t_TCGA-EM-A3FR	427.533333333333	02-tumors_101bp
t_PCSI_0268	427.5	02-tumors_101bp
b_H021-Q7RL	427.5	03-controls_151bp_X10
t_CGP_donor_1397083	427.416666666667	02-tumors_101bp
b_H021-Z7JY6A	427.383333333333	03-controls_151bp_X10
c_AOCS-139	427.35	01-controls_101bp
t_ICGC_0425	427.2	02-tumors_101bp
t_C0100	427.116666666667	02-tumors_101bp
b_H021-6MDRB5	427.1	03-controls_151bp_X10
t_TCGA-B2-4102	427.083333333333	02-tumors_101bp
t_TCGA-68-8250	427.033333333333	02-tumors_101bp
c_H067-SFQ72G	426.683333333333	03-controls_151bp_X10
t_TCGA-A6-A565	426.616666666667	02-tumors_101bp
c_XI003_20177	426.616666666667	03-controls_151bp_X10
t_ICGC_0199	426.483333333333	02-tumors_101bp
c_K08K-A5S3SG	426.45	03-controls_151bp_X10
t_PCSI_0329	426.433333333333	02-tumors_101bp
b_H043-URZNJE	426.416666666667	03-controls_151bp_X10
c_TCGA-05-4398	426.383333333333	01-controls_101bp
t_PCSI_0467	426.3	02-tumors_101bp
c_XI003_22998	426.3	03-controls_151bp_X10
t_A033-MHA1P2	426.2	04-tumors_151bp_X10
c_PCSI_0354	426.016666666667	01-controls_101bp
b_DKFZ-Mrad_15	425.933333333333	03-controls_151bp_X10
b_H021-T8XN8C	425.9	03-controls_151bp_X10
t_DKFZ-Mrad_18	425.783333333333	04-tumors_151bp_X10
t_PCSI_0280	425.766666666667	02-tumors_101bp
t_B087wgs_25336	425.75	02-tumors_101bp
b_H021-VJWKMM	425.7	03-controls_151bp_X10
t_XI061_4EP19	425.55	04-tumors_151bp_X10
t_TCGA-EE-A2GT	425.533333333333	02-tumors_101bp
t_TCGA-CV-7180	425.416666666667	02-tumors_101bp
c_TCGA-49-6742	425.166666666667	01-controls_101bp
b_H021-4QWVAG	425.016666666667	03-controls_151bp_X10
t_XI049_NCH2053	424.65	04-tumors_151bp_X10
t_TCGA-CN-4737	424.55	02-tumors_101bp
t_H067-4M6LA9	424.45	04-tumors_151bp_X10
b_A033-PWYXJU	424.416666666667	03-controls_151bp_X10
t_TCGA-G3-A3CK	424.316666666667	02-tumors_101bp
b_H021-WFRX55	424.233333333333	03-controls_151bp_X10
t_DKFZ-Mrad_13	424.166666666667	04-tumors_151bp_X10
t_OCCAMS-AH-014	424.133333333333	02-tumors_101bp
b_H043-MXE7Y8	424.083333333333	03-controls_151bp_X10
b_H021-7NPSJW	424.066666666667	03-controls_151bp_X10
t_A033-PQP37P	424.05	04-tumors_151bp_X10
b_DKFZ-Mrad_16	424	03-controls_151bp_X10
t_OSCC-GB_011801	423.966666666667	02-tumors_101bp
t_XI003_19461	423.916666666667	04-tumors_151bp_X10
t_XI003_STA-NB-2	423.75	04-tumors_151bp_X10
t_H067-VQNUFH	423.633333333333	04-tumors_151bp_X10
c_H067-C5UALT	423.616666666667	03-controls_151bp_X10
c_XI003_21260	423.6	03-controls_151bp_X10
c_BTCA_donor_A153	423.566666666667	01-controls_101bp
b_DKFZ-Mrad_3	423.4	03-controls_151bp_X10
t_TCGA-CR-5250	423.383333333333	02-tumors_101bp
b_H021-JSB14V	423.383333333333	03-controls_151bp_X10
t_ICGC_0313	423.366666666667	02-tumors_101bp
c_XI003_16663	423.366666666667	03-controls_151bp_X10
t_XI061_16EP10	423.283333333333	04-tumors_151bp_X10
b_H021-MBCV6L	423.133333333333	03-controls_151bp_X10
b_H021-Y1KHHA	422.933333333333	03-controls_151bp_X10
t_H043-GK5VYT	422.883333333333	04-tumors_151bp_X10
b_H021-E26QTY	422.733333333333	03-controls_151bp_X10
t_PCSI_0171	422.583333333333	02-tumors_101bp
r_XI003_23641	422.566666666667	04-tumors_151bp_X10
t_OCCAMS-RS-028	422.466666666667	02-tumors_101bp
t_H043-LNWEGT	422.366666666667	04-tumors_151bp_X10
b_A033-MHA1P2	422.35	03-controls_151bp_X10
t_OCCAMS-AH-143	422.316666666667	02-tumors_101bp
c_C0050	422.216666666667	01-controls_101bp
t_PCSI_0292	422.15	02-tumors_101bp
t_H050-0GUK	422.116666666667	02-tumors_101bp
t_DKFZ-Mrad_14	421.833333333333	04-tumors_151bp_X10
c_XI003_COG-N-291	421.783333333333	03-controls_151bp_X10
c_XI003_24603	421.7	03-controls_151bp_X10
b_A033-79F84Q	421.7	03-controls_151bp_X10
t_H067-MWVBPB	421.683333333333	04-tumors_151bp_X10
b_H021-ZY1A8Q	421.483333333333	03-controls_151bp_X10
t_CPCG0249	421.433333333333	02-tumors_101bp
c_XI003_21390	421.383333333333	03-controls_151bp_X10
b_H021-3W9ZP5	421.35	03-controls_151bp_X10
t_CPCG0094	421.283333333333	02-tumors_101bp
t_TCGA-A4-A4ZT	421.283333333333	02-tumors_101bp
c_MELA-0259	421.266666666667	01-controls_101bp
t_XI061_9EP29	421.166666666667	04-tumors_151bp_X10
c_XI003_19493	421.033333333333	03-controls_151bp_X10
t_TCGA-ES-A2HS	420.966666666667	02-tumors_101bp
b_H021-ZT3X9F	420.866666666667	03-controls_151bp_X10
c_XI003_20195	420.683333333333	03-controls_151bp_X10
t_TCGA-AD-6964	420.65	02-tumors_101bp
b_H021-ATYVKC	420.616666666667	03-controls_151bp_X10
t_A033-X1JKHB	420.616666666667	04-tumors_151bp_X10
t_OCCAMS-AH-064	420.583333333333	02-tumors_101bp
t_TCGA-06-0221	420.583333333333	02-tumors_101bp
t_OCCAMS-ST-023	420.483333333333	02-tumors_101bp
t_TCGA-85-8277	420.416666666667	02-tumors_101bp
b_H021-1MTCZ9	420.333333333333	03-controls_151bp_X10
t_CPCG0267	420.216666666667	02-tumors_101bp
t_OCCAMS-ED-007	420.1	02-tumors_101bp
b_H021-93UM8E	420.05	03-controls_151bp_X10
t_TCGA-33-4586	419.983333333333	02-tumors_101bp
t_TCGA-24-1544	419.883333333333	02-tumors_101bp
b_H021-FQVVMY	419.75	03-controls_151bp_X10
t_CPCG0246	419.716666666667	02-tumors_101bp
b_H021-WS1A21	419.716666666667	03-controls_151bp_X10
t_TCGA-EP-A2KA	419.65	02-tumors_101bp
b_H021-ZLVJZ3	419.633333333333	03-controls_151bp_X10
t_TCGA-KL-8326	419.533333333333	02-tumors_101bp
c_XI003_10023	419.516666666667	03-controls_151bp_X10
t_TCGA-FP-7998	419.5	02-tumors_101bp
t_ICGC_0457	419.333333333333	02-tumors_101bp
t_MELA-0200	419.233333333333	02-tumors_101bp
t_A033-J31ASL	419.083333333333	04-tumors_151bp_X10
b_H043-CQM6QY	418.9	03-controls_151bp_X10
t_H067-HVHHG7	418.883333333333	04-tumors_151bp_X10
t_TCGA-18-3415	418.85	02-tumors_101bp
c_XI003_3623	418.733333333333	03-controls_151bp_X10
b_H021-H1DNZG	418.716666666667	03-controls_151bp_X10
t_TCGA-CQ-6228	418.666666666667	02-tumors_101bp
b_H043-28GK	418.633333333333	03-controls_151bp_X10
c_XI003_26285	418.616666666667	03-controls_151bp_X10
t_XI003_2151	418.516666666667	04-tumors_151bp_X10
t_CPCG0020	418.466666666667	02-tumors_101bp
c_H067-Y3YS6N	418.433333333333	03-controls_151bp_X10
t_TCGA-AP-A0L9	418.35	02-tumors_101bp
t_TCGA-EL-A3T0	418.183333333333	02-tumors_101bp
t_XI003_STA-NB-3	418.083333333333	04-tumors_151bp_X10
t_TCGA-BJ-A0Z2	417.983333333333	02-tumors_101bp
t_XI003_19924	417.916666666667	04-tumors_151bp_X10
t_XI003_20153	417.833333333333	04-tumors_151bp_X10
t_PCSI_0227	417.733333333333	02-tumors_101bp
b_H021-64DVV7	417.666666666667	03-controls_151bp_X10
b_H021-PW8E2Y	417.633333333333	03-controls_151bp_X10
t_H067-RAJMPH	417.6	04-tumors_151bp_X10
t_TCGA-BJ-A28V	417.5	02-tumors_101bp
b_H021-J5LPWZ	417.5	03-controls_151bp_X10
b_A033-WABBCQ	417.4	03-controls_151bp_X10
c_B087koeln_18972	417.35	01-controls_101bp
b_H021-V9S4DY	417.333333333333	03-controls_151bp_X10
